iter	Passed	Remaining
410	3473	4977
411	3482	4969
412	3489	4959
413	3498	4951
414	3506	4942
415	3515	4934
416	3522	4925
417	3532	4917
418	3539	4908
419	3547	4899
420	3554	4888
421	3563	4880
422	3569	4869
423	3577	4860
424	3584	4849
425	3592	4840
426	3598	4829
427	3605	4819
428	3612	4808
429	3619	4798
430	3627	4789
431	3635	4779
432	3643	4771
433	3650	4760
434	3658	4752
435	3666	4742
436	3674	4733
437	3681	4723
438	3690	4715
439	3697	4706
440	3705	4697
441	3713	4687
442	3721	4678
443	3728	4668
444	3736	4659
445	3743	4649
446	3751	4640
447	3759	4632
448	3766	4622
449	3774	4613
450	3781	4603
451	3789	4594
452	3796	4584
453	3804	4575
454	3810	4564
455	3819	4557
456	3826	4546
457	3834	4537
458	3841	4527
459	3850	4520
460	3857	4510
461	3866	4502
462	3873	4493
463	3882	4484
464	3889	4475
465	3897	4466
466	3904	4456
467	3913	4448
468	3920	4439
469	3928	4430
470	3936	4420
471	3944	4412
472	3951	4403
473	3960	4394
474	3967	4385
475	3975	4376
476	3983	4367
477	3990	4358
478	3997	4348
479	4004	4338
480	4011	4328
481	4018	4319
482	4026	4309
483	4033	4300
484	4043	4293
485	4049	4283
486	4058	4275
487	4065	4265
488	4073	4256
489	4079	4246
490	4087	4237
491	4094	4227
492	4102	4219
493	4109	4209
494	4118	4201
495	4125	4192
496	4134	4183
497	4140	4173
498	4147	4164
499	4155	4155
500	4162	4146
501	4170	4136
502	4177	4127
503	4185	4119
504	4192	4109
505	4200	4101
506	4208	4092
507	4217	4084
508	4224	4074
509	4232	4066
510	4239	4057
511	4248	4049
512	4255	4039
513	4263	4031
514	4270	4022
515	4279	4014
516	4286	4004
517	4295	3996
518	4301	3986
519	4310	3978
520	4317	3969
521	4326	3961
522	4333	3952
523	4342	3944
524	4349	3935
525	4358	3927
526	4365	3918
527	4374	3910
528	4380	3900
529	4389	3892
530	4396	3883
531	4404	3874
532	4412	3865
533	4419	3856
534	4426	3847
535	4434	3838
536	4442	3830
537	4450	3821
538	4458	3813
539	4465	3803
540	4472	3794
541	4479	3785
542	4528	3811
543	4537	3803
544	4549	3797
545	4556	3788
546	4564	3779
547	4571	3770
548	4579	3762
549	4586	3752
550	4594	3744
551	4602	3734
552	4610	3726
553	4617	3717
554	4625	3709
555	4633	3700
556	4640	3691
557	4648	3682
558	4657	3674
559	4664	3665
560	4673	3656
561	4680	3647
562	4688	3639
563	4695	3629
564	4702	3620
565	4711	3612
566	4719	3604
567	4727	3595
568	4736	3587
569	4743	3578
570	4751	3569
571	4759	3560
572	4767	3552
573	4775	3543
574	4783	3535
575	4790	3526
576	4798	3517
577	4805	3508
578	4812	3499
579	4820	3490
580	4827	3481
581	4835	3472
582	4842	3463
583	4849	3454
584	4856	3445
585	4864	3436
586	4871	3427
587	4879	3418
588	4886	3409
589	4894	3401
590	4901	3391
591	4908	3382
592	4915	3373
593	4922	3364
594	4929	3355
595	4937	3346
596	4944	3338
597	4952	3329
598	4960	3320
599	4967	3311
600	4975	3303
601	4983	3294
602	4992	3286
603	4998	3277
604	5007	3269
605	5014	3260
606	5023	3252
607	5030	3243
608	5038	3234
609	5045	3225
610	5053	3217
611	5060	3208
612	5068	3199
613	5074	3190
614	5082	3181
615	5088	3172
616	5095	3163
617	5104	3154
618	5110	3145
619	5118	3137
620	5125	3128
621	5133	3119
622	5140	3110
623	5148	3102
624	5156	3094
625	5165	3085
626	5173	3077
627	5181	3069
628	5190	3061
629	5199	3053
630	5206	3044
631	5214	3036
632	5222	3028
633	5231	3020
634	5238	3011
635	5247	3003
636	5254	2994
637	5262	2985
638	5269	2977
639	5278	2969
640	5284	2959
641	5294	2952
642	5300	2943
643	5310	2935
644	5316	2926
645	5325	2918
646	5331	2908
647	5340	2900
648	5347	2892
649	5357	2884
650	5364	2875
651	5373	2868
652	5380	2858
653	5388	2850
654	5396	2842
655	5405	2834
656	5413	2825
657	5420	2817
658	5429	2809
659	5438	2801
660	5444	2792
661	5453	2784
662	5459	2775
663	5468	2767
664	5475	2758
665	5483	2750
666	5491	2741
667	5499	2733
668	5506	2724
669	5514	2716
670	5521	2707
671	5529	2698
672	5535	2689
673	5542	2680
674	5550	2672
675	5556	2663
676	5565	2655
677	5572	2646
678	5581	2638
679	5588	2629
680	5597	2622
681	5604	2613
682	5612	2604
683	5619	2595
684	5627	2587
685	5634	2578
686	5642	2570
687	5650	2562
688	5657	2553
689	5666	2545
690	5676	2538
691	5684	2530
692	5692	2522
693	5700	2513
694	5708	2505
695	5715	2496
696	5724	2488
697	5731	2479
698	5740	2472
699	5748	2463
700	5756	2455
701	5764	2447
702	5772	2438
703	5779	2430
704	5787	2421
705	5795	2413
706	5804	2405
707	5810	2396
708	5819	2388
709	5826	2379
710	5833	2371
711	5840	2362
712	5848	2354
713	5855	2345
714	5862	2336
715	5871	2328
716	5878	2320
717	5885	2311
718	5892	2303
719	5900	2294
720	5906	2285
721	5915	2277
722	5922	2269
723	5931	2261
724	5938	2252
725	5946	2244
726	5953	2235
727	5962	2227
728	5969	2219
729	5976	2210
730	5984	2202
731	5992	2193
732	5998	2185
733	6005	2176
734	6014	2168
735	6021	2159
736	6029	2151
737	6036	2142
738	6043	2134
739	6051	2126
740	6059	2118
741	6067	2109
742	6076	2101
743	6083	2093
744	6091	2084
745	6098	2076
746	6106	2068
747	6113	2059
748	6122	2051
749	6129	2043
750	6138	2035
751	6146	2026
752	6154	2018
753	6161	2010
754	6169	2002
755	6176	1993
756	6184	1985
757	6191	1976
758	6200	1968
759	6208	1960
760	6216	1952
761	6224	1944
762	6231	1935
763	6238	1927
764	6247	1919
765	6254	1910
766	6261	1902
767	6269	1893
768	6277	1885
769	6284	1877
770	6291	1868
771	6298	1860
772	6305	1851
773	6313	1843
774	6320	1835
775	6329	1826
776	6335	1818
777	6344	1810
778	6351	1801
779	6360	1793
780	6367	1785
781	6375	1777
782	6382	1768
783	6391	1760
784	6398	1752
785	6407	1744
786	6414	1736
787	6423	1728
788	6430	1719
789	6438	1711
790	6445	1703
791	6453	1694
792	6460	1686
793	6468	1678
794	6475	1669
795	6483	1661
796	6490	1653
797	6498	1644
798	6513	1638
799	6521	1630
800	6529	1622
801	6536	1613
802	6544	1605
803	6552	1597
804	6559	1588
805	6567	1580
806	6575	1572
807	6582	1564
808	6589	1555
809	6598	1547
810	6605	1539
811	6613	1531
812	6621	1523
813	6630	1515
814	6637	1506
815	6646	1498
816	6653	1490
817	6662	1482
818	6669	1473
819	6678	1465
820	6685	1457
821	6693	1449
822	6700	1441
823	6708	1432
824	6715	1424
825	6723	1416
826	6730	1408
827	6738	1399
828	6746	1391
829	6753	1383
830	6761	1375
831	6767	1366
832	6775	1358
833	6782	1349
834	6790	1341
835	6797	1333
836	6805	1325
837	6812	1317
838	6858	1316
839	6867	1308
840	6883	1301
841	6891	1293
842	6900	1285
843	6907	1276
844	6917	1268
845	6925	1260
846	6934	1252
847	6941	1244
848	6949	1235
849	6957	1227
850	6964	1219
851	6972	1211
852	6980	1202
853	6987	1194
854	6995	1186
855	7003	1178
856	7011	1170
857	7019	1161
858	7027	1153
859	7035	1145
860	7043	1137
861	7051	1128
862	7059	1120
863	7067	1112
864	7074	1104
865	7082	1095
866	7091	1087
867	7098	1079
868	7107	1071
869	7114	1063
870	7122	1054
871	7130	1046
872	7138	1038
873	7145	1030
874	7154	1022
875	7161	1013
876	7170	1005
877	7177	997
878	7186	989
879	7193	980
880	7201	972
881	7209	964
882	7217	956
883	7224	948
884	7233	939
885	7240	931
886	7248	923
887	7256	915
888	7265	907
889	7273	898
890	7281	890
891	7288	882
892	7297	874
893	7304	866
894	7312	857
895	7318	849
896	7327	841
897	7335	833
898	7342	824
899	7351	816
900	7358	808
901	7365	800
902	7373	792
903	7381	783
904	7388	775
905	7397	767
906	7404	759
907	7412	751
908	7418	742
909	7426	734
910	7434	726
911	7442	718
912	7449	709
913	7458	701
914	7465	693
915	7474	685
916	7481	677
917	7489	669
918	7496	660
919	7505	652
920	7511	644
921	7520	636
922	7528	628
923	7536	619
924	7543	611
925	7551	603
926	7559	595
927	7568	587
928	7575	578
929	7584	570
930	7591	562
931	7599	554
932	7606	546
933	7614	538
934	7622	529
935	7630	521
936	7638	513
937	7646	505
938	7653	497
939	7662	489
940	7669	480
941	7677	472
942	7684	464
943	7691	456
944	7699	448
945	7706	439
946	7715	431
947	7721	423
948	7729	415
949	7737	407
950	7744	399
951	7752	390
952	7760	382
953	7768	374
954	7776	366
955	7784	358
956	7792	350
957	7799	341
958	7807	333
959	7814	325
960	7823	317
961	7829	309
962	7838	301
963	7845	292
964	7854	284
965	7862	276
966	7871	268
967	7879	260
968	7887	252
969	7895	244
970	7903	236
971	7911	227
972	7919	219
973	7926	211
974	7936	203
975	7943	195
976	7951	187
977	7958	179
978	7967	170
979	7974	162
980	7983	154
981	7989	146
982	7998	138
983	8005	130
984	8014	122
985	8022	113
986	8031	105
987	8037	97
988	8046	89
989	8053	81
990	8062	73
991	8069	65
992	8078	56
993	8084	48
994	8092	40
995	8099	32
996	8109	24
997	8116	16
998	8123	8
999	8130	0
