iter	Logloss
310	0.3691100893
311	0.3688825051
312	0.3687425628
313	0.3685701407
314	0.3685064426
315	0.3683552653
316	0.3681810122
317	0.3680044397
318	0.3678612739
319	0.3676714862
320	0.3676577148
321	0.3674270065
322	0.3672278149
323	0.3672233254
324	0.3671025707
325	0.3670775056
326	0.3668961091
327	0.3667415365
328	0.3665987594
329	0.3664753237
330	0.3664672535
331	0.3662838542
332	0.3662788312
333	0.3661320484
334	0.3659774532
335	0.3658273338
336	0.3656487675
337	0.3655042544
338	0.3654967222
339	0.3654387659
340	0.3652422598
341	0.365137727
342	0.3649526503
343	0.3649476499
344	0.3647962827
345	0.3647905997
346	0.3646495452
347	0.3645256393
348	0.3643646918
349	0.3642605252
350	0.364138586
351	0.3639459229
352	0.3638401015
353	0.3637048928
354	0.3635843325
355	0.3634904288
356	0.3632732793
357	0.3631042526
358	0.3629775888
359	0.36286655
360	0.362728493
361	0.3625950204
362	0.3624974004
363	0.3624937699
364	0.3623860994
365	0.3622207303
366	0.3620839572
367	0.3619329291
368	0.361929145
369	0.3617670492
370	0.3616142985
371	0.3615689155
372	0.3614763003
373	0.3613575123
374	0.3611929389
375	0.3610711986
376	0.3609695186
377	0.3608970224
378	0.3606759169
379	0.3605491717
380	0.3605427789
381	0.3604161829
382	0.3602475134
383	0.3600758418
384	0.3599473244
385	0.359820421
386	0.3597455196
387	0.359626605
388	0.3596232322
389	0.3594335938
390	0.3593023727
391	0.3591685475
392	0.3590221625
393	0.3589078143
394	0.3588156829
395	0.3586577827
396	0.358439313
397	0.3582892162
398	0.3582123707
399	0.3582056387
400	0.3581999964
401	0.3580227593
402	0.3579223633
403	0.3578046604
404	0.3577371148
405	0.3576123499
406	0.3574419714
407	0.357332298
408	0.3572145996
409	0.3571370488
410	0.3570020029
411	0.3568630507
412	0.3567880317
413	0.3566865822
414	0.3565594121
415	0.356474745
416	0.3564704409
417	0.3563811035
418	0.3562699834
419	0.3561875452
420	0.3560647651
421	0.3558835449
422	0.3557472512
423	0.3556254476
424	0.3554851436
425	0.3553212574
426	0.355221743
427	0.3550754304
428	0.3549623662
429	0.3548445683
430	0.3547334256
431	0.354621894
432	0.3545075141
433	0.3543773329
434	0.3542874756
435	0.3541246428
436	0.354121035
437	0.3539644097
438	0.3538880615
439	0.3537717511
440	0.3535900517
441	0.3535873481
442	0.3534838822
443	0.3533701127
444	0.3532365542
445	0.3531637189
446	0.3529863914
447	0.3528684263
448	0.352767768
449	0.3526301224
450	0.352591295
451	0.3524438974
452	0.3524314507
453	0.3522910473
454	0.3521290102
455	0.3520752677
456	0.3520700367
457	0.3519315276
458	0.3518195123
459	0.351701529
460	0.3515442301
461	0.3514153691
462	0.3513105469
463	0.3511967819
464	0.351100179
465	0.3510452655
466	0.3509560728
467	0.3508045745
468	0.3507137813
469	0.3506337891
470	0.3504693604
471	0.3503580955
472	0.3501929796
473	0.3500663882
474	0.3499317582
475	0.3498595513
476	0.3497416947
477	0.3496549886
478	0.3494885435
479	0.3493281114
480	0.3492290672
481	0.3491368815
482	0.349043656
483	0.3489121003
484	0.3487617233
485	0.348668873
486	0.3484969618
487	0.3483576615
488	0.3482190122
489	0.3480967746
490	0.3480761086
491	0.3479361346
492	0.3478201271
493	0.3476598624
494	0.3475476572
495	0.347433006
496	0.3473441026
497	0.3472589563
498	0.3472206037
499	0.3471062871
500	0.3470873933
501	0.3469632794
502	0.3467903781
503	0.3466934408
504	0.3465444562
505	0.3464400906
506	0.3463186532
507	0.346208157
508	0.346098036
509	0.3460032733
510	0.3458902859
511	0.3457880724
512	0.3456452365
513	0.3455328098
514	0.3453157597
515	0.3451457429
516	0.3450534351
517	0.3448733498
518	0.3448194535
519	0.3447007378
520	0.3446053964
521	0.344415663
522	0.3443513862
523	0.3442453071
524	0.3440883473
525	0.3439384766
526	0.3438328044
527	0.3437497152
528	0.3436495135
529	0.3435881031
530	0.3434692066
531	0.3433715866
532	0.343253106
533	0.3430821714
534	0.3429491328
535	0.3429409722
536	0.3428271123
537	0.3427239402
538	0.3426021864
539	0.3425934154
540	0.34242702
541	0.3423269676
542	0.3421477503
543	0.3420122748
544	0.3419428937
545	0.3419251573
546	0.3418236717
547	0.3417169822
548	0.3415483624
549	0.3414124982
550	0.3413176676
551	0.3411518103
552	0.3410250154
553	0.3409373915
554	0.3408759992
555	0.3407302517
556	0.3407245235
557	0.3406503183
558	0.340514974
559	0.3404228018
560	0.340290984
561	0.3402199526
562	0.3401981834
563	0.3401066668
564	0.339972385
565	0.3398835042
566	0.3397888817
567	0.3396763916
568	0.3395406359
569	0.3395165021
570	0.3394507152
571	0.3392858254
572	0.3391250543
573	0.339034885
574	0.3389669777
575	0.3388745434
576	0.3387715296
577	0.3387134648
578	0.3385408755
579	0.3384410265
580	0.3382997685
581	0.3382206534
582	0.3382133427
583	0.3382099293
584	0.3380972403
585	0.3380090016
586	0.3378606047
587	0.3377118689
588	0.3376733624
589	0.3375160093
590	0.3374879874
591	0.3373326326
592	0.3371525382
593	0.3371179154
594	0.336992409
595	0.3368389712
596	0.3367799208
597	0.3366365922
598	0.3365223615
599	0.3364066524
600	0.336324924
601	0.3362851608
602	0.3362272542
603	0.3360668584
604	0.3359922372
605	0.3359063314
606	0.3357181351
607	0.3355640462
608	0.3355602394
609	0.3355409523
610	0.335407543
611	0.3353090142
612	0.335177861
613	0.3350641502
614	0.3349277479
615	0.3348013238
616	0.3346845658
617	0.334502889
618	0.3344996383
619	0.3344954156
620	0.3343820394
621	0.3343790057
622	0.3342930953
623	0.3341167716
624	0.3339835838
625	0.333804041
626	0.3336607711
627	0.3336309046
628	0.3335405726
629	0.3334093922
630	0.3333718126
631	0.3332655888
632	0.3331607485
633	0.3330676993
634	0.3329388202
635	0.3327758925
636	0.3326802255
637	0.3326739457
638	0.3325921902
639	0.3324049344
640	0.3323691316
641	0.3322211145
642	0.3320744448
643	0.3319486355
644	0.3318342421
645	0.3317590694
646	0.331632279
647	0.3314938694
648	0.3313557852
649	0.3312240442
650	0.3311393003
651	0.3310438594
652	0.3309794651
653	0.3308898881
654	0.3308856066
655	0.3307724835
656	0.3306572582
657	0.3305543394
658	0.3303733362
659	0.3302268247
660	0.3301300772
661	0.3301026973
662	0.3299812735
663	0.3298449752
664	0.3297198486
665	0.3296431161
666	0.3295392433
667	0.3293817455
668	0.3293104112
669	0.3291931831
670	0.329031259
671	0.3289348642
672	0.3288676758
673	0.3287050329
674	0.3286060022
675	0.3284862694
676	0.3283563187
677	0.3282573966
678	0.3281313522
679	0.3280632008
680	0.3279287426
681	0.3278368869
682	0.3277409623
683	0.3276308503
684	0.3276091309
685	0.3275175872
686	0.3274150391
687	0.327302115
688	0.3271689996
689	0.3270521331
690	0.3269301487
691	0.3268156377
692	0.32669628
693	0.326572677
694	0.3264242124
695	0.3263192048
696	0.3262142063
697	0.3260816063
698	0.3259600468
699	0.325797508
700	0.3256986491
701	0.325622762
702	0.3256048855
703	0.3255402877
704	0.3254062229
705	0.3252825295
706	0.3251781865
707	0.325174009
708	0.325093863
709	0.3250502297
710	0.3249112549
711	0.3248217231
712	0.3247163945
713	0.3246168891
714	0.3246028284
715	0.3244949273
716	0.3244033158
717	0.3243868725
718	0.3242586489
719	0.3242146358
720	0.3241151259
721	0.323991541
722	0.3238977503
723	0.323846431
724	0.3237427979
725	0.3236525517
726	0.3234908764
727	0.323401435
728	0.3233095658
729	0.3231897606
730	0.3231363842
731	0.3230836046
732	0.322976775
733	0.3228045383
734	0.3226416739
735	0.3226198776
736	0.3225415717
737	0.3224806541
738	0.3224670772
739	0.3223873698
740	0.3223129792
741	0.3222312147
742	0.3221196244
743	0.3220153809
744	0.3218944996
745	0.3217736138
746	0.32167905
747	0.3216092348
748	0.3214765535
749	0.3214421251
750	0.3212705892
751	0.3211372342
752	0.3210184733
753	0.3209374503
754	0.3208289704
755	0.3207463469
756	0.3206043656
757	0.3205269052
758	0.320330259
759	0.3201961218
760	0.3200317518
761	0.3198765914
762	0.3198690773
763	0.3197488471
764	0.3196255877
765	0.3195314535
766	0.3195256529
767	0.3193877044
768	0.319328455
769	0.319233299
770	0.319179145
771	0.3190717909
772	0.3189373734
773	0.3187648157
774	0.3185917833
775	0.3184689308
776	0.3184665934
777	0.3183161395
778	0.3182347955
779	0.3181354664
780	0.3179999051
781	0.3179314869
782	0.3178097738
783	0.3177156711
784	0.3176047182
785	0.3175692546
786	0.3174963831
787	0.3173562419
788	0.317212981
789	0.3171155418
790	0.3169664487
791	0.3168686704
792	0.3167565737
793	0.3166745244
794	0.316515625
795	0.316414804
796	0.3163731237
797	0.3162936288
798	0.3161642298
799	0.3160932029
800	0.3160084861
801	0.3159086598
802	0.3158484791
803	0.3157586218
804	0.3156175537
805	0.315462868
806	0.3153998526
807	0.3153755245
808	0.3152634956
809	0.3152111093
810	0.3150715649
811	0.3149923638
812	0.314928937
813	0.3148516574
814	0.3147464871
815	0.3146667661
816	0.3145421776
817	0.3145014739
818	0.3144241898
819	0.3142730849
820	0.3142242341
821	0.3141594464
822	0.3140710359
823	0.3140476843
824	0.3139239683
825	0.3138040274
826	0.3136873463
827	0.3135826732
828	0.3134138997
829	0.3133884458
830	0.3132656069
831	0.3131678919
832	0.3130406313
833	0.3129114764
834	0.3128183503
835	0.3127542725
836	0.3126699038
837	0.3125389404
838	0.3124214726
839	0.3122887686
840	0.3122448821
841	0.3121528976
842	0.3121082651
843	0.3120058051
844	0.3119065484
845	0.3118323839
846	0.3116715902
847	0.3115340441
848	0.311457992
849	0.3113829187
850	0.3112990406
851	0.3112183951
852	0.3110826235
853	0.3109785699
854	0.3109734836
855	0.3108756375
856	0.3107833116
857	0.3107342371
858	0.3106341553
859	0.3105412281
860	0.3104385557
861	0.3103461281
862	0.3102591191
863	0.3101646615
864	0.3100888514
865	0.3100120217
866	0.3099125005
867	0.3098055691
868	0.3096739095
869	0.3095747929
870	0.3094932726
871	0.3093914501
872	0.3093096607
873	0.3092245642
874	0.3091504675
875	0.3090267379
876	0.308943287
877	0.3088520847
878	0.3087448256
879	0.3086604343
880	0.3085257116
881	0.3084368896
882	0.3083631953
883	0.308257869
884	0.308201034
885	0.3081028352
886	0.3080081538
887	0.30784113
888	0.3077587393
889	0.3076700575
890	0.307554154
891	0.3074721906
892	0.3073884707
893	0.3072588682
894	0.3071395422
895	0.3070805167
896	0.3069617716
897	0.306845364
898	0.3067620691
899	0.3066400847
900	0.3065168751
901	0.3064375791
902	0.3063259775
903	0.3063231359
904	0.3062294334
905	0.3061180895
906	0.3061156639
907	0.3060358638
908	0.3059958858
909	0.3058801812
910	0.3057764915
911	0.3057145499
912	0.3056144748
913	0.3055181229
914	0.3054129141
915	0.3053382026
916	0.3052423299
917	0.3051236527
918	0.3050822663
919	0.3049912607
920	0.3049381126
921	0.3048256158
922	0.3047422463
923	0.3046944218
924	0.3045597602
925	0.3045183693
926	0.3044163005
927	0.3043482101
928	0.304250269
929	0.3042326276
930	0.3041382808
931	0.3040771982
932	0.3040073378
933	0.303889445
934	0.3037604393
935	0.3036849343
936	0.3035995822
937	0.3035115786
938	0.3034059493
939	0.3033288145
940	0.3032385525
941	0.3031661174
942	0.3031258907
943	0.3029940299
944	0.3029004788
945	0.3028207714
946	0.3026838266
947	0.3026733037
948	0.3026684096
949	0.3026333776
950	0.3026110727
951	0.3024963108
952	0.3024159162
953	0.3023460354
954	0.3023259684
955	0.3022432341
956	0.3021557075
957	0.3020490542
958	0.3019577478
959	0.3018413109
960	0.3017521114
961	0.3016567564
962	0.3015657914
963	0.3014956055
964	0.3013885249
965	0.3012535943
966	0.3011587366
967	0.3011501872
968	0.3010861387
969	0.3010086828
970	0.3009594885
971	0.3008800207
972	0.3008777014
973	0.3008101422
974	0.3007253644
975	0.3006702406
976	0.300593221
977	0.3005135905
978	0.3004421771
979	0.300380769
980	0.3002794009
981	0.30027686
982	0.3001846743
983	0.3001222127
984	0.3000554968
985	0.2999684154
986	0.2998315
987	0.299746252
988	0.2996117237
989	0.2995344419
990	0.2994706511
991	0.2993866012
992	0.2992688101
993	0.2992030527
994	0.2991103538
995	0.2989655242
996	0.2989626533
997	0.2988459088
998	0.2988333311
999	0.2987309073
