iter	Logloss
128	0.3869376628
129	0.3867178186
130	0.3864792842
131	0.3862301975
132	0.3860202637
133	0.385831023
134	0.3856567202
135	0.3854761375
136	0.3852273582
137	0.3850264305
138	0.3848697012
139	0.3847044361
140	0.3844118788
141	0.3841650933
142	0.3839945475
143	0.3837649694
144	0.3834695276
145	0.383235971
146	0.3830559263
147	0.3828393736
148	0.3826494276
149	0.3823913981
150	0.3821348154
151	0.3819313468
152	0.3817974311
153	0.3816721237
154	0.3815145218
155	0.3813073007
156	0.3810225649
157	0.3808688965
158	0.380668335
159	0.3804827474
160	0.3802146177
161	0.3800062844
162	0.3797787679
163	0.379568278
164	0.379356165
165	0.3791371347
166	0.3789698125
167	0.3787738082
168	0.3786415609
169	0.378489719
170	0.3783808865
171	0.3781787968
172	0.377947998
173	0.3777466408
174	0.3775358887
175	0.3773234999
176	0.3770958659
177	0.3769745461
178	0.376824273
179	0.3765380181
180	0.3763203351
181	0.3761738372
182	0.3760592312
183	0.3759590974
184	0.3758021828
185	0.3755279179
186	0.3752818287
187	0.3750984384
188	0.3748151132
189	0.3745987775
190	0.3744054543
191	0.374231807
192	0.3739569092
193	0.3738169171
194	0.3736511818
195	0.3735329364
196	0.3732392578
197	0.3730689336
198	0.3728668394
199	0.3727419027
200	0.3726221246
201	0.3723577338
202	0.3720973488
203	0.3718537688
204	0.3716423295
205	0.371561971
206	0.3714120054
207	0.3712745633
208	0.3710423946
209	0.3708489402
210	0.370667277
211	0.3704176025
212	0.3702238091
213	0.369977747
214	0.3697789442
215	0.3695761131
216	0.3695196895
217	0.3692524776
218	0.3689750298
219	0.3687618951
220	0.3685688251
221	0.3683058404
222	0.3680470468
223	0.3677218651
224	0.3674411983
225	0.3673797924
226	0.3671936894
227	0.3668453866
228	0.3665632234
229	0.3662699653
230	0.3660090468
231	0.3659425998
232	0.3656613046
233	0.3655331715
234	0.3652535536
235	0.3649789497
236	0.364677757
237	0.3644500416
238	0.3642257668
239	0.3639205006
240	0.3636919307
241	0.3633916061
242	0.363043014
243	0.3627873852
244	0.3624618417
245	0.3621951633
246	0.3618920537
247	0.3618483842
248	0.3617440457
249	0.3615254765
250	0.3615077673
251	0.3612916079
252	0.361068911
253	0.3607673114
254	0.3605426251
255	0.3602840305
256	0.3600661079
257	0.3598159044
258	0.3598007948
259	0.3595817645
260	0.3593769486
261	0.3593062021
262	0.3592898356
263	0.3592741066
264	0.359070421
265	0.3588735668
266	0.3588572049
267	0.3585895182
268	0.3583028791
269	0.3580016819
270	0.3577457863
271	0.3575106337
272	0.3574950855
273	0.3572328876
274	0.356903144
275	0.3566945123
276	0.3566503273
277	0.356413
278	0.3563979944
279	0.3563829074
280	0.3561253481
281	0.3559733615
282	0.355725803
283	0.3554803512
284	0.3552656657
285	0.3552094546
286	0.354940172
287	0.3549256637
288	0.3547295193
289	0.354517759
290	0.3542181577
291	0.3539674253
292	0.3536885444
293	0.3533679244
294	0.3531044741
295	0.3529045727
296	0.3528701036
297	0.3526464889
298	0.3526278664
299	0.3523760986
300	0.3521995624
301	0.3519951217
302	0.3517960928
303	0.3516086335
304	0.3513960594
305	0.3512148121
306	0.3510340667
307	0.3510176776
308	0.3507347367
309	0.3505585531
310	0.3505443115
311	0.3503502966
312	0.3501110478
313	0.3499632297
314	0.3497448188
315	0.3495347222
316	0.3493569155
317	0.3493356617
318	0.3490533492
319	0.3489228787
320	0.3487240035
321	0.3484764902
322	0.3484619638
323	0.3481869982
324	0.3481404215
325	0.3481047589
326	0.3478978271
327	0.3476297201
328	0.3475866564
329	0.3475681514
330	0.3473442564
331	0.3471416196
332	0.3469106988
333	0.3467236735
334	0.3465394965
335	0.346319024
336	0.3460746211
337	0.3460560077
338	0.3458796522
339	0.3456168258
340	0.3453631049
341	0.3453495687
342	0.3450538511
343	0.3448781693
344	0.3448267822
345	0.3445819453
346	0.3443788656
347	0.3441311352
348	0.3438780834
349	0.3436283366
350	0.3436077881
351	0.3433392198
352	0.3433261447
353	0.3430647425
354	0.3429354519
355	0.3427074472
356	0.3424899721
357	0.3422886872
358	0.3421334635
359	0.3421190412
360	0.3418296351
361	0.3418189471
362	0.341594713
363	0.3413517569
364	0.3410218958
365	0.3408380715
366	0.340633242
367	0.3403956615
368	0.3401203342
369	0.3398916423
370	0.3396686062
371	0.3395053937
372	0.3394944074
373	0.3392170727
374	0.339206118
375	0.3391966417
376	0.3391251492
377	0.338917485
378	0.3386080548
379	0.3383599401
380	0.3381270435
381	0.3378928765
382	0.3376842403
383	0.3374677825
384	0.3372150743
385	0.3372050329
386	0.3369833216
387	0.3368378997
388	0.3366561686
389	0.336498404
390	0.3362310294
391	0.3359890679
392	0.3357114981
393	0.3355090558
394	0.3352632152
395	0.335040984
396	0.3349077601
397	0.3347302924
398	0.3345094898
399	0.3343471092
400	0.3343299063
401	0.3340965983
402	0.3338706507
403	0.3336499159
404	0.3334465106
405	0.3333450792
406	0.333336141
407	0.3331856735
408	0.3331773275
409	0.3329467367
410	0.3328148329
411	0.3327201877
412	0.3325251239
413	0.3324974682
414	0.3323113923
415	0.332048263
416	0.3318297616
417	0.3315739927
418	0.331393505
419	0.3313817048
420	0.3311648853
421	0.3311545772
422	0.3309622667
423	0.3309528944
424	0.3307670311
425	0.3306001429
426	0.3303732368
427	0.3301563404
428	0.3299743381
429	0.3298011113
430	0.3296458831
431	0.3294384314
432	0.3291923964
433	0.3289910075
434	0.3288502469
435	0.3285955178
436	0.3285850966
437	0.3283839383
438	0.3282221499
439	0.3280292155
440	0.3278616763
441	0.3276180013
442	0.3274483688
443	0.3272279143
444	0.326973348
445	0.3269634829
446	0.3268187211
447	0.3266230559
448	0.326402615
449	0.3262306586
450	0.3259778962
451	0.3259680311
452	0.3258025807
453	0.3255829445
454	0.3253709219
455	0.3252159017
456	0.3249679814
457	0.324833894
458	0.324681297
459	0.3246675618
460	0.3244302255
461	0.3242803051
462	0.3240572691
463	0.323902294
464	0.3236508834
465	0.3236385453
466	0.3234353434
467	0.3232607241
468	0.3230138979
469	0.3228752577
470	0.3228608534
471	0.322627351
472	0.3225997947
473	0.3223988715
474	0.3223870488
475	0.3222764576
476	0.3221490479
477	0.3219377667
478	0.3217233118
479	0.3215419515
480	0.3213118128
481	0.321084432
482	0.3208939842
483	0.3208854574
484	0.3207027724
485	0.3205576262
486	0.3203852042
487	0.320151444
488	0.3200100595
489	0.3197989638
490	0.319679579
491	0.3196666712
492	0.3194356689
493	0.319192853
494	0.3190089066
495	0.3188051758
496	0.3185895137
497	0.3183948975
498	0.3181780147
499	0.318060904
500	0.317918769
501	0.3177386701
502	0.3175688703
503	0.3173864384
504	0.3171898058
505	0.3170092457
506	0.3168199779
507	0.316810895
508	0.3166636059
509	0.316447234
510	0.316255136
511	0.3161061605
512	0.3158795799
513	0.3157783836
514	0.3155113028
515	0.3152922092
516	0.315101124
517	0.3149446705
518	0.3147106255
519	0.314447668
520	0.3142354149
521	0.3140525354
522	0.3139015164
523	0.3136992233
524	0.3134537308
525	0.3132586399
526	0.3132379874
527	0.3129821325
528	0.3128203035
529	0.3126152253
530	0.3124374593
531	0.3122738082
532	0.3121123454
533	0.3119202293
534	0.3117542905
535	0.3116021186
536	0.3114956778
537	0.3112954373
538	0.3112804678
539	0.3112029125
540	0.3109971969
541	0.3108313576
542	0.3106651521
543	0.3104699119
544	0.3102761276
545	0.3101411042
546	0.3100008952
547	0.3098163136
548	0.3096046256
549	0.3095569797
550	0.3095321135
551	0.3094069553
552	0.3091694652
553	0.3089891493
554	0.3089635032
555	0.3087865985
556	0.3086044018
557	0.3084693084
558	0.3082765729
559	0.3081069381
560	0.3079925198
561	0.3078193246
562	0.3075783578
563	0.3073626483
564	0.3073126673
565	0.3072768623
566	0.3070772773
567	0.3069084834
568	0.306699004
569	0.3065290392
570	0.3063381574
571	0.3063092923
572	0.3060819114
573	0.3058574739
574	0.3056790319
575	0.3054623752
576	0.3053059105
577	0.3050993245
578	0.3049297553
579	0.3049111147
580	0.3047352431
581	0.3045078713
582	0.3044996587
583	0.304473357
584	0.3042469686
585	0.3041281738
586	0.3040552865
587	0.3039332321
588	0.3037609502
589	0.3037424859
590	0.3035632686
591	0.3034037724
592	0.3031642049
593	0.3029134318
594	0.3027116857
595	0.3025276806
596	0.3023342353
597	0.3020947831
598	0.3019244362
599	0.3018498919
600	0.30166293
601	0.3014410898
602	0.3012300505
603	0.3010266045
604	0.3009367291
605	0.3007445973
606	0.3005263649
607	0.300314062
608	0.300125434
609	0.2999772723
610	0.2998119755
611	0.299621087
612	0.2994453215
613	0.2994390236
614	0.2993029017
615	0.2992853032
616	0.2990975364
617	0.2989428688
618	0.2989011592
619	0.2987644879
620	0.2986563834
621	0.2985442392
622	0.298408237
623	0.2982764689
624	0.2980877346
625	0.2980544479
626	0.2978324314
627	0.2977065045
628	0.2976911621
629	0.2974459251
630	0.297259838
631	0.2970647967
632	0.2968700245
633	0.2966337032
634	0.2964091141
635	0.2962348113
636	0.2960491175
637	0.2958675288
638	0.2956802549
639	0.2955167982
640	0.2952996826
641	0.2951485279
642	0.2951339699
643	0.2950323396
644	0.2947931496
645	0.2946341847
646	0.2944454572
647	0.2942351052
648	0.2939919117
649	0.2938879349
650	0.2937443599
651	0.2934967923
652	0.2933452013
653	0.2932847493
654	0.2931196402
655	0.2929312134
656	0.2927762994
657	0.292601714
658	0.2925025748
659	0.2923141095
660	0.2922928173
661	0.2921214554
662	0.2920193481
663	0.2919140987
664	0.2916841521
665	0.2914991297
666	0.2913255299
667	0.29130372
668	0.2912949174
669	0.2911274572
670	0.2911188581
671	0.2909121727
672	0.290752629
673	0.2906482273
674	0.2904410604
675	0.2902600052
676	0.2900852525
677	0.2899605668
678	0.289744057
679	0.2895872871
680	0.2894214771
681	0.289177323
682	0.2890099035
683	0.2889210431
684	0.2888133884
685	0.2887164216
686	0.2885141737
687	0.2883205295
688	0.2883122287
689	0.2881316008
690	0.2879687703
691	0.2878098958
692	0.2878043439
693	0.2876025458
694	0.2875323554
695	0.2873866577
696	0.2871729307
697	0.2869567735
698	0.286950184
699	0.2867375601
700	0.2865593126
701	0.2863933015
702	0.2862438377
703	0.286238557
704	0.2861575046
705	0.2859989534
706	0.285910588
707	0.2857871795
708	0.2857823916
709	0.2856601902
710	0.2855649866
711	0.2854499557
712	0.2853081236
713	0.2851248237
714	0.2850510864
715	0.2848504345
716	0.2847229886
717	0.2845159347
718	0.2843792318
719	0.2842053177
720	0.2840445376
721	0.2839140354
722	0.2838188635
723	0.2837833388
724	0.2836266886
725	0.2833911359
726	0.2832696465
727	0.2831029256
728	0.2829463704
729	0.2827318183
730	0.2827147782
731	0.2825168299
732	0.2822837344
733	0.2822190032
734	0.2820311211
735	0.2818828035
736	0.2817488607
737	0.2816311013
738	0.2814661006
739	0.2811950345
740	0.2810375841
741	0.2809825666
742	0.2808071809
743	0.2807935881
744	0.2806022248
745	0.2804036481
746	0.2802779066
747	0.2801079712
748	0.2799345183
749	0.279770327
750	0.2797614023
751	0.2796806324
752	0.2795494814
753	0.2794388247
754	0.2792861803
755	0.2790986961
756	0.2789209278
757	0.2787066357
758	0.2786134395
759	0.2784718198
760	0.2782679624
761	0.2781351838
762	0.2779230641
763	0.2777401779
764	0.2776090246
765	0.2774086846
766	0.2772730396
767	0.2772626365
768	0.2770922739
769	0.2769259779
770	0.2767270802
771	0.2765787873
772	0.2764096838
773	0.2763110736
774	0.2761409799
775	0.2759681916
776	0.2759589053
777	0.2757745135
778	0.2757673656
779	0.2757497106
780	0.2756129557
781	0.2754746455
782	0.275469028
783	0.2753493946
784	0.2752665224
785	0.2751202799
786	0.2749532312
787	0.2747680732
788	0.2745992726
789	0.2745860935
790	0.2744734384
791	0.2743334396
792	0.2741608457
793	0.2739970726
794	0.2738724343
795	0.2737319539
796	0.2735369918
797	0.273409191
798	0.2732324965
799	0.2731430664
800	0.2731346481
801	0.272981703
802	0.2729731965
803	0.2728006614
804	0.2726953102
805	0.2724896444
806	0.2723524803
807	0.2721386289
808	0.271964846
809	0.2718708315
810	0.2718478461
811	0.2717376551
812	0.2715794746
813	0.2714499806
814	0.2712741925
815	0.2711194096
816	0.2711039723
817	0.2709728348
818	0.2708212687
819	0.2707404062
820	0.2705956127
821	0.2704565724
822	0.2702669542
823	0.270133034
824	0.270012207
825	0.2698270806
826	0.2695634743
827	0.2693187776
828	0.2691025345
829	0.2689684471
830	0.2688330033
831	0.2688253174
832	0.2687432409
833	0.2686424108
834	0.268510159
835	0.2683888346
836	0.2682550275
837	0.2680778876
838	0.2679331009
839	0.2678762863
840	0.2678645585
841	0.2677821542
842	0.2676803363
843	0.2675939648
844	0.2674161829
845	0.267268783
846	0.2670939331
847	0.2670891746
848	0.2669407145
849	0.2669352349
850	0.2667201606
851	0.2665838826
852	0.2663969772
853	0.2663784858
854	0.2662069182
855	0.266174079
856	0.2659881253
857	0.2658648207
858	0.2658596078
859	0.2657163832
860	0.2655650363
861	0.26540448
862	0.2652645919
863	0.2651771263
864	0.2649746478
865	0.2647999268
866	0.264646611
867	0.264435938
868	0.2642747848
869	0.2640957393
870	0.2640003029
871	0.2638920785
872	0.2637195706
873	0.2635891904
874	0.2633951439
875	0.2632992938
876	0.263126865
877	0.2629836561
878	0.2628228556
879	0.2626812654
880	0.2624821099
881	0.2623583284
882	0.2622134467
883	0.2620629521
884	0.2619095527
885	0.2617750267
886	0.2616269712
887	0.2614171504
888	0.2614106016
889	0.2612197243
890	0.2610896652
891	0.2609309986
892	0.2607694747
893	0.2607625258
894	0.2606358349
895	0.2604802721
896	0.2603161214
897	0.2601140295
898	0.2600204016
899	0.259958261
900	0.2598395793
901	0.2596748589
902	0.2595334947
903	0.2593515263
904	0.2592149048
905	0.259071974
906	0.2590265073
907	0.2590014829
908	0.2588449074
909	0.2587003422
910	0.2585562902
911	0.2583940927
912	0.25828682
913	0.2582732047
914	0.2581367979
915	0.2579636389
916	0.257855887
917	0.257738973
918	0.2576020847
919	0.2574652213
920	0.2574147429
921	0.2574097584
922	0.2572777687
923	0.2571158719
924	0.2570975071
925	0.2569449169
926	0.2567951005
927	0.2566249299
928	0.2565011755
929	0.2563488724
930	0.256212755
931	0.2560227299
932	0.2558941718
933	0.2558829888
934	0.2557484967
935	0.2555975523
936	0.2555066076
937	0.2553349022
938	0.2551992956
939	0.2550779396
940	0.255056731
941	0.2548867052
942	0.2548310434
943	0.2548273135
944	0.2546676184
945	0.2544780183
946	0.2543425677
947	0.2542115682
948	0.2540913968
949	0.2540857747
950	0.2539500099
951	0.2538145413
952	0.2537548014
953	0.2535829603
954	0.2534414334
955	0.253244968
956	0.2530609967
957	0.252913208
958	0.2529070841
959	0.2528326167
960	0.2527135756
961	0.2525901218
962	0.2524634219
963	0.2523851409
964	0.252244118
965	0.2520773044
966	0.2519786174
967	0.2519713655
968	0.2518405332
969	0.2517016059
970	0.2516878843
971	0.2515993969
972	0.2514293462
973	0.2512664501
974	0.2511439819
975	0.2510057011
976	0.2508224487
977	0.2506113553
978	0.2504834572
979	0.2504778239
980	0.2502764689
981	0.250102625
982	0.2500718429
983	0.2499897461
984	0.2499552296
985	0.2498104858
986	0.2496394902
987	0.2495422499
988	0.2493604555
989	0.2492560628
990	0.2490548073
991	0.2489096521
992	0.2488906657
993	0.2488002771
994	0.2487655753
995	0.2486785052
996	0.2485423381
997	0.2484126519
998	0.2482905545
999	0.2481638251
